smiles,reaction_energy
COCCOc1ccc2CC3(CCC(CC3)OC)C4(N=C(N)N(C(C)C)C4=O)c2c1,1.1322047408580778
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(CC(C)C)cc3C24N=C(N)N(C(C)C)C4=O,1.039387710571289
CCCc1ccc2C[C@@]3(CC[C@@H](CC3)OC)C4(N=C(N)N(C(C)C)C4=O)c2c1,1.0103863207340238
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(CC4CCCCC4)cc3C25N=C(N)N(C(C)C)C5=O,1.0026222578644752
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(CCC(C)C)cc3C24N=C(N)N(C(C)C)C4=O,1.063809008002281
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(N)N(C(C)C)C4=O)C(C)C,1.0038806624650953
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(CCC(C)C)cc3C24N=C(N)N(C)C4=O,1.0021002447366714
CCCCCc1ccc2C[C@@]3(CC[C@@H](CC3)OC)C4(N=C(N)N(C(C)C)C4=O)c2c1,1.0616014435887338
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OC(C)C)cc3C24N=C(N)N(C)C4=O,1.0332330333709714
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4CCC4)cc3C25N=C(N)N(C(C)C)C5=O,1.0795050696372983
CCCCc1ccc2C[C@@]3(CC[C@@H](CC3)OC)C4(N=C(N)N(C(C)C)C4=O)c2c1,1.0374081476211545
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(CC(C)(C)C)cc3C24N=C(N)N(C(C)C)C4=O,1.06565778901577
COCCN1C(=NC2(C1=O)c3cc(CCC(C)C)ccc3C[C@@]24CC[C@@H](CC4)OC)N,1.0717572306632994
CCN1C(=NC2(C1=O)c3cc(CCC(C)C)ccc3C[C@@]24CC[C@@H](CC4)OC)N,1.0352807119131087
COCCOc1ccc2C[C@@]3(CC[C@@H](CC3)OC)C4(CC(=N)N(CC(F)(F)F)C4=O)c2c1,1.016594747328758
COCCOc1ccc2C[C@@]3(CC[C@@H](CC3)OC)C4(N=C(N)N(C5CCC5)C4=O)c2c1,1.032661481630802
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(N)N(C(C)C)C4=O,1.147048242974281
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCCOC(C)C)cc3C24N=C(N)N(C(C)C)C4=O,1.1834175106287002
COCCCOc1ccc2C[C@@]3(CC[C@@H](CC3)OC)C4(N=C(N)N(CC(F)F)C4=O)c2c1,1.0597347048282622
CC(C)(C)Oc1cccc(Nc2ccc(Oc3ncccc3C(F)(F)F)cc2)n1,1.0318315860271454
