smiles,reaction_energy
CC(=O)OC1=CC=C(C=C1)C2=NC(=CC3=CC=C(O3)C4=C(C=C(C=C4)Cl)Cl)C(=O)O2,-1.050977479800582
CCC(C)N1C(=O)N(C(C1(C)C)N2C(=O)N(C(=O)O2)C3=CC=CC=C3)C4=CC=CC=C4,1.128185301697254
CCC(C)N1C(=O)N(C(C1(C)C)N2C(=O)N(C(=O)O2)C3=CC=CC=C3)C4=CC=CC=C4,1.128185301697254
CCC(C)N1C(=O)N(C(C1(C)C)N2C(=O)N(C(=O)O2)C3=CC=CC=C3)C4=CC=CC=C4,1.1281854255437849
CCC(C)N1C(=O)N(C(C1(C)C)N2C(=O)N(C(=O)O2)C3=CC=CC=C3)C4=CC=CC=C4,1.1281854255437849
CC(C1=NC(=NC(=N1)NC2=CC=CC=C2OC)N)Br,1.225680386996269
CC1=C(N=CC=C1)N2CCN(CC2)C3=C(C=CC=N3)C,1.4394982026100158
CC(C1=NC(=NC(=N1)NC2=CC=CC=C2OC)N)Br,1.225680386996269
CC1=C(C(=O)N(C(=C1C=C2C(=NN(C2=O)C3=CC=C(C=C3)Cl)C)O)CC(=O)O)C#N,-1.0618637137144804
C1=CC=C(C(=C1)C(F)(F)F)NC(=O)C2=C(C3=C(S2)N=C(C(=C3)C#N)N)N,-1.0621665494441985
CC1=NN(C(=O)C1=CC2=CC=C(C=C2)Cl)C3=CC(=CC=C3)Br,-1.141682245579362
CC1=C(C(=O)NC(=O)N1)NCCC2=CC=CC=C2,1.0483860279679296
C1=CC=C(C=C1)COCC(CCl)OCN2C=CC(=NC2=O)N,1.102688397145271
CC1=CN(C(=O)NC1=O)CCOC2=CC=CC=C2,1.0354221446514127
C1=CC=C(C=C1)COCC(CCl)OCN2C=CC(=NC2=O)N,1.102688397145271
CCSC1=NC(=O)C(=C(N1)C)CCOC2=CC=CC=C2Cl,1.2226803286314007
CC1=CC(=CC(=C1)OCCC2=C(N(C(=O)NC2=O)COC(C)C)C)C,1.4915100301980968
CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3N=C2)NC(=O)C4=CC=CC=C4S(=O)(=O)C5=CC=CC=C5[N+](=O)[O-],-1.0203516569405795
CC1=CN(C(=O)NC1=O)C(C)OCC(C(F)F)(F)F,1.3352375051736831
CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)C=NC(C)(C)C)C,1.2711391230940818
CC1C2CC(C1(C)C)CC2C3=C(C=C(C=C3)C)O,1.4740320646762846
CC1=C(C=C(C=C1)NCN2C(=O)C(=CC3=CC(=C(C(=C3)OC)OC)OC)SC2=S)C,1.1536113660335539
CC1=CC(=C(C(=C1)C2CC3CCC2C3)O)C4CC5CCC4C5,1.403489823746681
CC1=CC(=CC(=C1O)C)C2CC3CCC2C3,1.4491483242988585
CC1=CC=C(C=C1)N2C(=O)C(=CC3=CC=C(C=C3)[N+](=O)[O-])C(=N2)C,-1.4318429330527782
CCOC(=O)C1=C(N2C(=O)C(=CC3=CC(=C(C(=C3)Br)O)OC)SC2=NC1C4=CC(=C(C=C4)O)OC)C,-1.3400779171228407
CCOC(=O)C1=C(N2C(=O)C(=CC3=CC(=C(C(=C3)Br)O)OC)SC2=NC1C4=CC(=C(C=C4)O)OC)C,-1.3400781648159028
COC1=CC(=CC(=C1)N2C(=O)CC(C2=O)N3CCC(CC3)C(=O)N4CCCCC4)OC,1.13946128064394
COC1=CC(=CC(=C1)N2C(=O)CC(C2=O)N3CCC(CC3)C(=O)N4CCCCC4)OC,1.1394614044904707
CCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)NCCN3CCN(CC3)C,1.6903637171745296
CC12C(C(C3=CC=CC=C3O1)N4C(=O)C(=CC5=C(C(=CC(=C5)Cl)Cl)O)SC4=N2)C(=O)OC,-1.1950745594859122
C1CC2=C(C(=C(C=C2Br)Br)O)NC1,1.3289849892139434
CCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)NCCN3CCN(CC3)C,1.6903637171745296
CC1=C(C(=CC=C1)C)N2C(=O)CC(C2=O)N(CC=C)CC=C,1.5547101533889767
CC1=C(C(=CC=C1)C)N2C(=O)CC(C2=O)N(CC=C)CC=C,1.5547104010820387
C1=CC=C(C=C1)OCC(CN2C=CC(=NC2=O)N)O,1.0247678752899168
C1=CC=C(C=C1)OCC(CN2C=CC(=NC2=O)N)O,1.0247678752899168
CC1=CC=C(C=C1)OCCN2C=C(C(=O)NC2=O)C,1.2010578389525413
COC1=CC=C(C=C1)C=C2C(=O)N(C(=O)S2)CC(CCl)O,1.0612656956434248
COC1=CC=C(C=C1)C=C2C(=O)N(C(=O)S2)CC(CCl)O,1.0612656956434248
CC1=CC=C(C=C1)OCCC2=C(NC(=NC2=O)N)C,1.1490327597856522
C1=CC=C(C=C1)OCC(CN2C=CC(=O)NC2=O)O,1.074586628508568
C1=CC=C(C=C1)OCC(CN2C=CC(=O)NC2=O)O,1.074586628508568
CC1=C(C=C(C=C1)OCCN2C=C(C(=O)NC2=O)C)C,1.364545539021492
COC1=CC=C(C=C1)C=C2C(=O)N(C(=O)S2)CC(CCl)O,1.0612656956434248
CCSC1=NC(=O)C(=C(N1)C)CCOC2=CC=CC=C2,1.303390617442131
COC1=CC=C(C=C1)C=C2C(=O)N(C(=O)S2)CC(CCl)O,1.0612656956434248
CC1=C(C(=O)N=C(N1)N)CCOC2=CC=CC=C2,1.0247838514924048
C1=CC=C(C=C1)C2=CSC(=N2)CCO,1.2723368428945538
CC1=CC=C(C=C1)OCC(CN2C=CC(=NC2=O)N)O,1.133365430545807
CC1=CC=C(C=C1)OCC(CN2C=CC(=NC2=O)N)O,1.1333653066992757
C1CN(CCN1)C2=C(C=C(C=C2)N)C(F)(F)F,1.097879064810276
CN1C(=NNC1=S)C2CCCC2,1.115807212471962
CN1C2=C(C(=O)N(C1=O)C)N3C=C(N(C3=N2)C4=CC=C(C=C4)C#N)C5=CC=CC=C5,-1.100224123969674
CC1=CC(=NC2=C1C=CC(=N2)NC(=O)C3=C(C=C(C=C3)SC)OC)C,-1.0220115100711584
COC1=C(C=C(C=C1)C(C2=CC=CC=C2Cl)O)OC,1.0127978603839871
CC(N1C=C(C(=O)NC1=O)NCC2=CC=CC=C2)OCC3=CC=CC=C3,1.010427933168411
COC1=C(C=C(C=C1)C(C2=CC=CC=C2Cl)O)OC,1.0127978603839871
CC(N1C=C(C(=O)NC1=O)NCCC2=CC=CC=C2)OCC3=CC=CC=C3,1.0669888915300367
CC1=CC(=CC(=C1)COCN2C=C(C(=O)NC2=O)NCC3=CC=CC=C3)C,1.091867925739288
C1CC2CC1C(C2Cl)SC3=CC=CC=[N+]3[O-],1.0955321730494498
CC(N1C=C(C(=O)NC1=O)NCC2=CC=CC=C2)OCC3=CC=CC=C3,1.010427933168411
CCOC1=C(C=CC(=C1)C=C2C(=O)OC(=N2)C3=CC(=C(C=C3)Cl)[N+](=O)[O-])OC(=O)C,-1.0485649493783713
CC1=C(C2=NC3=CC=CC=C3N2C(=O)C1=CNC4=CC=CC=C4Br)C#N,-1.0038976235747337
CC1=CC(=C2C(=C(SC2=N1)C(=O)NC3=C(C=C(C=C3)I)C)N)C(F)(F)F,-1.0103911139219999
C1CNCCC1C2=CN=C3C2=CC=CN3,1.1893267240047454
COCC1=CC=C(C=C1)C2=CC=C(C=C2)COC,1.1763847615242002
CC(C)(C)OC(=O)N1CCNCC1COCC2=CC=CC=C2,1.0293440046072004
C1CCC(C1)C2=CSC=C2,1.394821185815334
C1CN(CC1N2CCNCC2)CC3=CC=CC=C3,1.0182830232381819
CC1CN(CCN1)C2=CC=CC=N2,1.4801035170078274
COC1=C(C=C(C=N1)Br)I,1.1560158464312553
C1CN(CC1CN)CC2=CC=CC=C2,1.1140183731794355
C1CN(CC1N2CCNCC2)CC3=CC=CC=C3,1.0182831470847127
CNCC1CCN(C1)CC2=CC=CC=C2,1.1817370370507239
C1CN(CC1CN)CC2=CC=CC=C2,1.1140183731794355
CC1CN(CCN1)C2=CC=CC=N2,1.4801032693147658
C1=CC(=O)C2=C(C1=O)C3=C(C(=CC(=O)C3=C2C(=O)O)CC(=O)O)O,-1.1065543536275624
C1CCC(CC1)C2=CSC=C2,1.4997292290687558
CNCC1CCN(C1)CC2=CC=CC=C2,1.181736913204193
CC1=CSC=C1C2CCCCC2,1.6532263533353801
CC1CCN(CC1)CN2C(=O)C(=CC3=CC=C(C=C3)OC)SC2=S,1.0931135741472242
CC1=CC=C(C=C1)NC2=NC(=CS2)C3(CC4(CC(OC4=O)COCC(C)C)C(=O)O3)C,1.20523233397007
C1=CC=C(C=C1)C2=NOC(=O)C2=CC3=CC=C(C=C3)OC(=O)C4=CC=CC=C4,-1.8163520441293715
CC1CCCCN1CN2C(=O)C(=CC3=CC=C(C=C3)OC)SC2=S,1.0989463742136953
CCOC1=CC=C(C=C1)N=C2C3=CC=CC=C3N(C2=O)CN4CCC(CC4)C,1.1301459161281584
CC1=C(C(=CC=C1)C(C2CCCCC2)O)C,1.4879739640474319
CCOC1=C(C=C2C(=C1)CNC(C3=CC=CN32)C4=CC=C(C=C4)OC(F)F)OCC,1.1391812636375427
CCOC(=O)C1=C(SC(=C1C)C(=O)NC2CCCC2)NC(=O)C3CCCCC3,1.1811000943422316
C1CN(CC1CCO)CC2=CC=CC=C2,1.1956381909132001
C1CN(CC1CO)CC2=CC=CC=C2,1.1184696651935577
CSC1=NC=CC(=N1)CBr,1.0746335663437843
C1CN(CC1CCO)CC2=CC=CC=C2,1.1956381909132001
C1=CC2=C3C(=C1)NC(=NC3=CC=C2)C(=O)O,-1.7817812757968903
CC1=C(C=CN=C1)CN,1.821000753378868
CC1=C(N=CC=C1)CN,1.5453208524942394
C1CC(CCN(C1)CC2=CC=CC=C2)O,1.1056012675523759
C1CC2=C(C1)C=C(C=C2)CN,1.1654419297456742
C1=C(C=NC=C1[N+](=O)[O-])C(=O)O,-1.0032919521152972
C1CN(CC1CO)CC2=CC=CC=C2,1.1184696651935577
COC1=CC=C(C=C1)N2C(=O)CC(C2=O)NCCC3=CC=CS3,1.2148173123836514
CN1C(=O)C(C(=O)N(C1=S)C)CC2=C(C=C(C=C2)OC)OC,1.5501164378643035
CC1(CC(=CC(=O)C1)NC2=CC=C(C=C2)CC3=CC=NC=C3)C,1.1629872915029527
CN1C(=O)C(C(=O)N(C1=S)C)CC2=CC(=C(C=C2)OC)OC,1.5294021147966381
CCOC1=C(C=CC(=C1)CC2C(=O)N(C(=O)N(C2=O)C)C)OCC3=CC(=C(C=C3)Cl)Cl,1.2391264048576356
CC1(CC(OC2=CC(=C(C=C21)Cl)O)(C)C3=CC(=C(C=C3O)O)Cl)C,1.1928935040950774
CC1(CC(OC2=CC(=C(C=C21)Cl)O)(C)C3=CC(=C(C=C3O)O)Cl)C,1.1928935040950774
CC1=CC(=C(C=C1N)N)N2CCCC2=O,1.5394252622365947
CC1=C(N=C2N1C=CC=N2)C3=CC(=CC=C3)NC(=O)C4=CC=CC=C4C(=O)O,-1.1357029041051865
CCC(C)C1(C(=O)NC(=O)NC1=O)C(C)CC,1.1816453906178475
CC1=C(C2=C(C=C1)NC(=N2)C)N,1.1404318659067152
CCOC1=CC=CC=C1C=C2C(=O)N(C(=S)S2)C3CCCCC3,1.0641883499264715
CC1=CC(=NC2=C(C=C3C(=C12)C(=C(N3C)C)C)OC)C,1.145243675172329
CCOC1=CC=CC=C1C=C2C(=O)N(C(=S)S2)C3CCCCC3,1.0641883499264715
CC1=CC(=NC2=C(C3=C(C=C12)C(=C(N3C)C)C)OC)C,1.259881844973564
C1C(C(=O)NC1CO)CC2=CC=CC=C2,1.0752253050684928
C1=CN=C(C=C1CO)N,1.197972945713997
C1C(C(=O)NC1CO)CC2=CC=CC=C2,1.075225181221962
C1C(C(=O)NC1CO)CC2=CC=CC=C2,1.075225181221962
C1=CC(=C(C=C1Cl)CN)N,1.1603165410637852
CC1(CC2=C(C(CC(=O)N2N(C)C)C3=CC(=C(C=C3OC)OC)OC)C(=O)C1)C,1.3035778733968733
CC1(CC2=C(C(CC(=O)N2N(C)C)C3=CC=C(C=C3)OC)C(=O)C1)C,1.1349090537071227
CC1(CC2=C(C(CC(=O)N2N(C)C)C3=CC=C(C=C3)OC)C(=O)C1)C,1.1349090537071227
CC1(CC2=C(C(CC(=O)N2N(C)C)C3=CC(=C(C=C3OC)OC)OC)C(=O)C1)C,1.303577997243404
CC1=C(C=C(C=C1)I)S(=O)(=O)N2C3=CC=CC=C3N=N2,-1.150972685980797
CCOC1=CC=C(C=C1)NCC2=NN=C3N2CCCCC3,1.1907448906302451
CC(C1=CC=CC=C1)OCN2C=C(C(=O)NC2=O)NCCC3=CC=CC=C3,1.0621939253926276
CCOC1=C(C=C2C(=C1)C=CC(=C2O)C3=CC(=C(C=C3)OC)OC)OC,1.2805206216573715
C1CCN(CC1)C2=NC(=O)N(C=C2)CC3=CC(=CC=C3)Cl,1.0688079493761062
